2.3780000000000	-0.67860757931304
2.3810000000000	-0.68358901604493
2.3840000000000	-0.68864593010648
2.3870000000000	-0.69377849849153
2.3900000000000	-0.69898691086374
2.3930000000000	-0.70427136899338
2.3960000000000	-0.70963208623023
2.3990000000000	-0.71506928701089
2.4000000000000	-0.71689872394481
2.4020000000000	-0.72058320639977
2.4050000000000	-0.72617408966272
2.4080000000000	-0.73184219187262
2.4110000000000	-0.73758777754628
2.4140000000000	-0.74341112031234
2.4160000000000	-0.74733668632962
2.4170000000000	-0.74931250260988
2.4200000000000	-0.75529221541754
2.4230000000000	-0.76135055801343
2.4260000000000	-0.76748783776633
2.4290000000000	-0.77370436995903
2.4320000000000	-0.78000047764563
2.4350000000000	-0.78637649154719
2.4380000000000	-0.79283274999474
2.4410000000000	-0.79936959894439
2.4440000000000	-0.80598739213272
2.4470000000000	-0.81268649158812
2.4480000000000	-0.81493765673399
2.4500000000000	-0.81946726926784
2.4530000000000	-0.82633011311662
2.4560000000000	-0.83327545598192
2.4590000000000	-0.84030398841098
2.4620000000000	-0.84742028616907
2.4640000000000	-0.85221696510196
2.4650000000000	-0.85461783802687
2.4680000000000	-0.86189086161243
2.4710000000000	-0.86925333254130
2.4740000000000	-0.87670135704694
2.4770000000000	-0.88423489353142
2.4800000000000	-0.89185427157411
2.4830000000000	-0.89955989777898
2.4860000000000	-0.90735220441701
2.4890000000000	-0.91523163640638
2.4920000000000	-0.92319864770484
2.4950000000000	-0.93125370063231
2.4960000000000	-0.93395836418140
2.4980000000000	-0.93939726566141
2.5010000000000	-0.94762981934843
2.5040000000000	-0.95595183470523
2.5070000000000	-0.96436373799504
2.5100000000000	-0.97286561871272
2.5120000000000	-0.97858197702802
2.5130000000000	-0.98145010625634
2.5160000000000	-0.99014299654439
2.5190000000000	-0.99892411730945
2.5220000000000	-1.0077948512742
2.5250000000000	-1.0167587790871
2.5280000000000	-1.0258166519640
2.5310000000000	-1.0349690922879
2.5340000000000	-1.0442167088719
2.5370000000000	-1.0535601117677
2.5400000000000	-1.0629999155803
2.5430000000000	-1.0725367411081
2.5440000000000	-1.0757373517175
2.5460000000000	-1.0821712169163
2.5490000000000	-1.0919039809365
2.5520000000000	-1.1017356816666
2.5550000000000	-1.1116669781322
2.5580000000000	-1.1216985370896
2.5600000000000	-1.1284422737542
2.5610000000000	-1.1318310242222
2.5640000000000	-1.1420650809082
2.5670000000000	-1.1524012607896
2.5700000000000	-1.1628398387436
2.5730000000000	-1.1733803278493
2.5760000000000	-1.1840271420090
2.5790000000000	-1.1947976893245
2.5820000000000	-1.2056620475937
2.5850000000000	-1.2166311074966
2.5880000000000	-1.2277085009553
2.5910000000000	-1.2388953300796
2.5920000000000	-1.2426487498940
2.5940000000000	-1.2501925090294
2.5970000000000	-1.2616009760411
2.6000000000000	-1.2731217243628
2.6030000000000	-1.2847558301118
2.6060000000000	-1.2965045047894
2.6080000000000	-1.3044012625516
2.6090000000000	-1.3083690465312
2.6120000000000	-1.3203488873023
2.6150000000000	-1.3324388108796
2.6180000000000	-1.3446482080720
2.6210000000000	-1.3569803879223
2.6240000000000	-1.3694337808162
2.6270000000000	-1.3820087841889
2.6300000000000	-1.3947063703133
2.6330000000000	-1.4075276172475
2.6360000000000	-1.4204735890365
2.6390000000000	-1.4335452803630
2.6400000000000	-1.4379306064662
2.6420000000000	-1.4467435914399
2.6450000000000	-1.4600693796445
2.6480000000000	-1.4735236469724
2.6510000000000	-1.4871077893833
2.6540000000000	-1.5008236386738
2.6560000000000	-1.5100416908147
2.6570000000000	-1.5146731726113
2.6600000000000	-1.5286581861492
2.6630000000000	-1.5427802152852
2.6660000000000	-1.5570406623623
2.6690000000000	-1.5714409645722
2.6720000000000	-1.5859827809049
2.6750000000000	-1.6006683996832
2.6780000000000	-1.6155025468522
2.6810000000000	-1.6305118139738
2.6840000000000	-1.6454640422857
2.6870000000000	-1.6607992385159
2.6880000000000	-1.6659256564587
2.6900000000000	-1.6762239219211
2.6930000000000	-1.6917924715314
2.6960000000000	-1.7075112046276
2.6990000000000	-1.7233829274911
2.7020000000000	-1.7394096566217
2.7040000000000	-1.7501810851624
2.7050000000000	-1.7555930339595
2.7080000000000	-1.7719341625750
2.7110000000000	-1.7884329474587
2.7140000000000	-1.8050884826177
2.7170000000000	-1.8219059353798
2.7200000000000	-1.8388950443763
2.7230000000000	-1.8560560874933
2.7260000000000	-1.8733871868681
2.7290000000000	-1.8908888603692
2.7320000000000	-1.9085626942040
2.7350000000000	-1.9264105292096
2.7360000000000	-1.9323987982599
2.7380000000000	-1.9444342355241
2.7410000000000	-1.9626356539232
2.7440000000000	-1.9810165665564
2.7470000000000	-1.9995786656565
2.7500000000000	-2.0183235582272
2.7520000000000	-2.0309225588149
2.7530000000000	-2.0372530383444
2.7560000000000	-2.0563700628085
2.7590000000000	-2.0756791051114
2.7620000000000	-2.0951828289994
2.7650000000000	-2.1148811477400
2.7680000000000	-2.1347745956529
2.7710000000000	-2.1548649331620
2.7740000000000	-2.1751543332346
2.7770000000000	-2.1956450009916
2.7800000000000	-2.2163390920413
2.7830000000000	-2.2372386998934
2.7840000000000	-2.2442512566085
2.7860000000000	-2.2583458304838
2.7890000000000	-2.2796623155048
2.7920000000000	-2.3011896216908
2.7950000000000	-2.3229294414335
2.7980000000000	-2.3448909708406
2.8000000000000	-2.3596582036314
2.8010000000000	-2.3670779818658
2.8040000000000	-2.3894816758813
2.8070000000000	-2.4121059436588
2.8100000000000	-2.4349544334874
2.8130000000000	-2.4580286754853
2.8160000000000	-2.4813149258148
2.8190000000000	-2.5048429206146
2.8220000000000	-2.5286328197711
2.8250000000000	-2.5526439847279
2.8280000000000	-2.5768909974767
2.8310000000000	-2.6013779063019
2.8320000000000	-2.6095939979609
2.8340000000000	-2.6261074131595
2.8370000000000	-2.6510819284087
2.8400000000000	-2.6763037739465
2.8430000000000	-2.7017752386447
2.8460000000000	-2.7274985967755
2.8480000000000	-2.7447885622729
2.8490000000000	-2.7534761142857
2.8520000000000	-2.7797100492329
2.8550000000000	-2.8062026451140
2.8580000000000	-2.8329560974631
2.8610000000000	-2.8599722652399
2.8640000000000	-2.8872606656169
2.8670000000000	-2.9148067860321
2.8700000000000	-2.9426264682676
2.8730000000000	-2.9707186037323
2.8760000000000	-2.9990852627792
2.8790000000000	-3.0277286366447
2.8800000000000	-3.0373383017606
2.8820000000000	-3.0566509336766
2.8850000000000	-3.0858543611537
2.8880000000000	-3.1153411196821
2.8910000000000	-3.1451134005805
2.8940000000000	-3.1751733841773
2.8960000000000	-3.1953742792133
2.8970000000000	-3.2055232384176
2.9000000000000	-3.2361651175650
2.9030000000000	-3.2671011608961
2.9060000000000	-3.2983334913181
2.9090000000000	-3.3298642138272
2.9120000000000	-3.3616954136659
2.9150000000000	-3.3938291538825
2.9180000000000	-3.4262674715926
2.9210000000000	-3.4590123710488
2.9240000000000	-3.4920658075461
2.9270000000000	-3.5254296386558
2.9280000000000	-3.5366201800271
2.9300000000000	-3.5591054127158
2.9330000000000	-3.5930927598681
2.9360000000000	-3.6274189384530
2.9390000000000	-3.6620377967561
2.9420000000000	-3.6969824872333
2.9440000000000	-3.7204582301949
2.9450000000000	-3.7322499877115
2.9480000000000	-3.7678414566997
2.9510000000000	-3.8037584626134
2.9540000000000	-3.8400026374972
2.9570000000000	-3.8765756079388
2.9600000000000	-3.9134789746464
2.9630000000000	-3.9507143053443
2.9660000000000	-3.9882831335479
2.9690000000000	-4.0261869625907
2.9720000000000	-4.0644272764304
2.9750000000000	-4.1030055526760
2.9760000000000	-4.1159403338113
2.9780000000000	-4.1419232386274
2.9810000000000	-4.1811816136118
2.9840000000000	-4.2207816732690
2.9870000000000	-4.2607243778139
2.9900000000000	-4.3010108836393
2.9920000000000	-4.3280601570782
2.9930000000000	-4.3416424041614
2.9960000000000	-4.3826200677626
2.9990000000000	-4.4239448900475
3.0020000000000	-4.4656177286995
3.0050000000000	-4.5076388149167
3.0080000000000	-4.5500069461854
3.0110000000000	-4.5927312078816
3.0140000000000	-4.6358063576045
3.0170000000000	-4.6792326726416
3.0200000000000	-4.7230113249380
3.0230000000000	-4.7671430164035
3.0240000000000	-4.7819321292087
3.0260000000000	-4.8116282844958
3.0290000000000	-4.8564675738150
3.0320000000000	-4.9016612530305
3.0350000000000	-4.9472096149427
3.0380000000000	-4.9931128621678
3.0400000000000	-5.0239122252918
3.0410000000000	-5.0393710557840
3.0440000000000	-5.0859839216252
3.0470000000000	-5.1329526807668
3.0500000000000	-5.1802885302403
3.0530000000000	-5.2279654970528
3.0560000000000	-5.2760000597313
3.0590000000000	-5.3243903940275
3.0620000000000	-5.3731359103835
3.0650000000000	-5.4222362248429
3.0680000000000	-5.4716909736212
3.0710000000000	-5.5214997729003
3.0720000000000	-5.5381813139302
3.0740000000000	-5.5716622153783
3.0770000000000	-5.6221778903761
3.0800000000000	-5.6730464514268
3.0830000000000	-5.7242678576352
3.0860000000000	-5.7758436332692
3.0880000000000	-5.8104301961292
3.0890000000000	-5.8277940186280
3.0920000000000	-5.8799926530687
3.0950000000000	-5.9326291830873
3.0980000000000	-5.9856006427007
3.1010000000000	-6.0389167436180
3.1040000000000	-6.0925780239812
3.1070000000000	-6.1465838253878
3.1100000000000	-6.2009330320022
3.1130000000000	-6.2556241120444
3.1160000000000	-6.3106551445049
3.1190000000000	-6.3660244661391
3.1200000000000	-6.3845559907674
3.1220000000000	-6.4217317925614
3.1250000000000	-6.4777775560167
3.1280000000000	-6.5341610635670
3.1310000000000	-6.5908805505368
3.1340000000000	-6.6479340593289
3.1360000000000	-6.6861543942303
3.1370000000000	-6.7053197683798
3.1400000000000	-6.7630359772335
3.1430000000000	-6.8210810400777
3.1460000000000	-6.8794533051223
3.1490000000000	-6.9381509263279
3.1520000000000	-6.9971702940302
3.1550000000000	-7.0565028738494
3.1580000000000	-7.1161651652397
3.1610000000000	-7.1761493909088
3.1640000000000	-7.2364486457596
3.1670000000000	-7.2970616192182
3.1680000000000	-7.3173353925053
3.1700000000000	-7.3579867180848
3.1730000000000	-7.4192220958146
3.1760000000000	-7.4807657742598
3.1790000000000	-7.5426156919222
3.1820000000000	-7.6047697228532
3.1840000000000	-7.6463736196287
3.1850000000000	-7.6672256843246
3.1880000000000	-7.7299813397839
3.1910000000000	-7.7930343995643
3.1940000000000	-7.8563825203310
3.1970000000000	-7.9200233035974
3.2000000000000	-7.9839542932551
3.2030000000000	-8.0481729716384
3.2060000000000	-8.1126767530764
3.2090000000000	-8.1774629743530
3.2120000000000	-8.2425288965669
3.2150000000000	-8.3078718458064
3.2160000000000	-8.3297140017583
3.2180000000000	-8.3734896392844
3.2210000000000	-8.4393795029519
3.2240000000000	-8.5055375573519
3.2270000000000	-8.5719606838795
3.2300000000000	-8.6386459307084
3.2320000000000	-8.6832468501807
3.2330000000000	-8.7055901787592
3.2360000000000	-8.7727901686947
3.2390000000000	-8.8402425245617
3.2420000000000	-8.9079437593895
3.2450000000000	-8.9758903525378
3.2480000000000	-9.0440840404356
3.2510000000000	-9.1125178029120
3.2540000000000	-9.1811705835560
3.2570000000000	-9.2500599585510
3.2600000000000	-9.3191761647662
3.2630000000000	-9.3885143863195
3.2640000000000	-9.4116756849111
3.2660000000000	-9.4580701172379
3.2690000000000	-9.5278388112532
3.2720000000000	-9.5978158121342
3.2750000000000	-9.6679963294342
3.2780000000000	-9.7383754242866
3.2800000000000	-9.7854026299432
3.2810000000000	-9.8089479958269
3.2840000000000	-9.8797087620317
3.2870000000000	-9.9506522239750
3.2900000000000	-10.021772586406
3.2930000000000	-10.093063577483
3.2960000000000	-10.164518241927
3.2990000000000	-10.236130563586
3.3020000000000	-10.307900370800
3.3050000000000	-10.379822294047
3.3080000000000	-10.451884141733
3.3110000000000	-10.524077989221
3.3120000000000	-10.548170819840
3.3140000000000	-10.596397360729
3.3170000000000	-10.668835763591
3.3200000000000	-10.741386978723
3.3230000000000	-10.814036659035
3.3260000000000	-10.886762411030
3.3280000000000	-10.935307496906
3.3290000000000	-10.959594319792
3.3320000000000	-11.032505297925
3.3350000000000	-11.105484875937
3.3380000000000	-11.178524135371
3.3410000000000	-11.251613825202
3.3440000000000	-11.324744340486
3.3470000000000	-11.397905749422
3.3500000000000	-11.471087804898
3.3530000000000	-11.544279946781
3.3560000000000	-11.617471299539
3.3590000000000	-11.690650667279
3.3600000000000	-11.715039144474
3.3620000000000	-11.763806527098
3.3650000000000	-11.836927021361
3.3680000000000	-11.909999949620
3.3710000000000	-11.983012761144
3.3740000000000	-12.055952548526
3.3760000000000	-12.104531966025
3.3770000000000	-12.128806040273
3.3800000000000	-12.201559582637
3.3830000000000	-12.274199077810
3.3860000000000	-12.346709741185
3.3890000000000	-12.419074700689
3.3920000000000	-12.491242795597
3.3950000000000	-12.563361305258
3.3980000000000	-12.635201346571
3.4010000000000	-12.706846056756
3.4040000000000	-12.778271949508
3.4070000000000	-12.849461191913
3.4080000000000	-12.873135339944
3.4100000000000	-12.920396346269
3.4130000000000	-12.991059783197
3.4160000000000	-13.061433532761
3.4190000000000	-13.131499319289
3.4220000000000	-13.201240541791
3.4240000000000	-13.247557363196
3.4250000000000	-13.270668312144
3.4280000000000	-13.339712844004
3.4310000000000	-13.408351883896
3.4340000000000	-13.476595147612
3.4370000000000	-13.544418723558
3.4400000000000	-13.611800888032
3.4430000000000	-13.678720630861
3.4460000000000	-13.745157028715
3.4490000000000	-13.811089064077
3.4520000000000	-13.876495570705
3.4550000000000	-13.941355217757
3.4560000000000	-13.962849864173
3.4580000000000	-14.005646499580
3.4610000000000	-14.069347696321
3.4640000000000	-14.132436681331
3.4670000000000	-14.194889714974
3.4700000000000	-14.256666504061
3.4720000000000	-14.297479569739
3.4730000000000	-14.317809053377
3.4760000000000	-14.378252291926
3.4790000000000	-14.437959813300
3.4820000000000	-14.496924082516
3.4850000000000	-14.555124398776
3.4880000000000	-14.612539397929
3.4910000000000	-14.669147758969
3.4940000000000	-14.724928294391
3.4970000000000	-14.779859873036
3.5000000000000	-14.833920658445
3.5030000000000	-14.887072682094
3.5040000000000	-14.904528748818
3.5060000000000	-14.939359806306
3.5090000000000	-14.990703030645
3.5120000000000	-15.041091819293
3.5150000000000	-15.090514305592
3.5180000000000	-15.138952707714
3.5200000000000	-15.170689639119
3.5210000000000	-15.186389611538
3.5240000000000	-15.232808186386
3.5270000000000	-15.278192171858
3.5300000000000	-15.322525773080
3.5330000000000	-15.365793867650
3.5360000000000	-15.407982800851
3.5390000000000	-15.449079926660
3.5420000000000	-15.489072902331
3.5450000000000	-15.527950066065
3.5480000000000	-15.565700689221
3.5510000000000	-15.602315008156
3.5520000000000	-15.614265720641
3.5540000000000	-15.637784225748
3.5570000000000	-15.672100517871
3.5600000000000	-15.705257035510
3.5630000000000	-15.737247863106
3.5660000000000	-15.768067723529
3.5680000000000	-15.787961259274
3.5690000000000	-15.797712175928
3.5720000000000	-15.826183041380
3.5750000000000	-15.853475346289
3.5780000000000	-15.879587963243
3.5810000000000	-15.904521741635
3.5840000000000	-15.928278312683
3.5870000000000	-15.950860273684
3.5900000000000	-15.972271236928
3.5930000000000	-15.992515835028
3.5960000000000	-16.011599712625
3.5990000000000	-16.029529512037
3.6000000000000	-16.035250939557
3.6020000000000	-16.046312855159
3.6050000000000	-16.061958322575
3.6080000000000	-16.076475430525
3.6110000000000	-16.089874606577
3.6140000000000	-16.102167165469
3.6160000000000	-16.109753397617
3.6170000000000	-16.113365288478
3.6200000000000	-16.123482014577
3.6230000000000	-16.132531262453
3.6260000000000	-16.140527865103
3.6290000000000	-16.147486187832
3.6320000000000	-16.153413896897
3.6350000000000	-16.158338112860
3.6380000000000	-16.162277215897
3.6410000000000	-16.165245349580
3.6440000000000	-16.167260109348
3.6470000000000	-16.168339964239
3.6480000000000	-16.168495414471
3.6500000000000	-16.168503800644
3.6530000000000	-16.167770765227
3.6560000000000	-16.166159984525
3.6590000000000	-16.163689381615
3.6620000000000	-16.160366149573
3.6640000000000	-16.157731466384
3.6650000000000	-16.156291591512
3.6680000000000	-16.151377700448
3.6710000000000	-16.145686796043
3.6740000000000	-16.139243275401
3.6770000000000	-16.132067353148
3.6800000000000	-16.124179668259
3.6830000000000	-16.115601009748
3.6860000000000	-16.106352189685
3.6890000000000	-16.096453977196
3.6920000000000	-16.085927054063
3.6950000000000	-16.074791979072
3.6960000000000	-16.070948674173
3.6980000000000	-16.063069155747
3.7010000000000	-16.050778798801
3.7040000000000	-16.037940887497
3.7070000000000	-16.024575060008
3.7100000000000	-16.010700280170
3.7120000000000	-16.001176566800
3.7130000000000	-15.996334730664
3.7160000000000	-15.981501090948
3.7190000000000	-15.966219463964
3.7220000000000	-15.950505506305
3.7250000000000	-15.934380265397
3.7280000000000	-15.917879938833
3.7310000000000	-15.900971542576
3.7340000000000	-15.883682324913
3.7370000000000	-15.866060111150
3.7400000000000	-15.848111623808
3.7430000000000	-15.829850439068
3.7440000000000	-15.823696450866
3.7460000000000	-15.811291409528
3.7490000000000	-15.792449428138
3.7520000000000	-15.773339137221
3.7550000000000	-15.753974835170
3.7580000000000	-15.734370436302
3.7600000000000	-15.721174138282
3.7610000000000	-15.714539450054
3.7640000000000	-15.694494971169
3.7670000000000	-15.674249678397
3.7700000000000	-15.653815839782
3.7730000000000	-15.633205321924
3.7760000000000	-15.612429600615
3.7790000000000	-15.591499771017
3.7820000000000	-15.570426556737
3.7850000000000	-15.549220318266
3.7880000000000	-15.527891062281
3.7910000000000	-15.506448454950
3.7920000000000	-15.499277354430
3.7940000000000	-15.484901847054
3.7970000000000	-15.463260335875
3.8000000000000	-15.441532968657
3.8030000000000	-15.419729716099
3.8060000000000	-15.397869398555
3.8080000000000	-15.383271238396
3.8090000000000	-15.375926479242
3.8120000000000	-15.353904435625
3.8150000000000	-15.331857889095
3.8180000000000	-15.309770900384
3.8210000000000	-15.287648479353
3.8240000000000	-15.265496578092
3.8270000000000	-15.243321012416
3.8300000000000	-15.221127354449
3.8330000000000	-15.198920925004
3.8360000000000	-15.176706803828
3.8390000000000	-15.154489848996
3.8400000000000	-15.147084379553
3.8420000000000	-15.132274734011
3.8450000000000	-15.110066038825
3.8480000000000	-15.087868544358
3.8510000000000	-15.065688503534
3.8540000000000	-15.043540255443
3.8560000000000	-15.028801670222
3.8570000000000	-15.021425187659
3.8600000000000	-14.999269098462
3.8630000000000	-14.977161695701
3.8660000000000	-14.955096155933
3.8690000000000	-14.933074003515
3.8720000000000	-14.911141633027
3.8750000000000	-14.889128286736
3.8780000000000	-14.867200938131
3.8810000000000	-14.845328111345
3.8840000000000	-14.823502694872
3.8870000000000	-14.801725377436
3.8880000000000	-14.794477223060
3.8900000000000	-14.779997709391
3.8930000000000	-14.758321345543
3.8960000000000	-14.736697902315
3.8990000000000	-14.715128922758
3.9020000000000	-14.693615868093
3.9040000000000	-14.679305585347
3.9050000000000	-14.672160117327
3.9080000000000	-14.650762969555
3.9110000000000	-14.629425647042
3.9140000000000	-14.608149298089
3.9170000000000	-14.586934998764
3.9200000000000	-14.565783751810
3.9230000000000	-14.544696478479
3.9260000000000	-14.523673989989
3.9290000000000	-14.502716886460
3.9320000000000	-14.481825102999
3.9350000000000	-14.460996711832
3.9360000000000	-14.454115844236
3.9380000000000	-14.440278986669
3.9410000000000	-14.419579754669
3.9440000000000	-14.398961612077
3.9470000000000	-14.378415303335
3.9500000000000	-14.357940049720
3.9520000000000	-14.344329349263
3.9530000000000	-14.337535875805
3.9560000000000	-14.317203384739
3.9590000000000	-14.296943888279
3.9620000000000	-14.276758391630
3.9650000000000	-14.256647133155
3.9680000000000	-14.236610239427
3.9710000000000	-14.216648011371
3.9740000000000	-14.196760864400
3.9770000000000	-14.176949256106
3.9800000000000	-14.157213653734
3.9830000000000	-14.137554523012
3.9840000000000	-14.131018553001
3.9860000000000	-14.117972325203
3.9890000000000	-14.098467516943
3.9920000000000	-14.079040550943
3.9950000000000	-14.059691876856
3.9980000000000	-14.040421942104
4.0000000000000	-14.027619283257
4.0010000000000	-14.021231192594
4.0040000000000	-14.002120073301
4.0070000000000	-13.983089028738
4.0100000000000	-13.964138503308
4.0130000000000	-13.945268941558
4.0160000000000	-13.926480788328
4.0190000000000	-13.907774488821
4.0220000000000	-13.889150488581
4.0250000000000	-13.870609233399
4.0280000000000	-13.852151169141
4.0310000000000	-13.833776741511
4.0340000000000	-13.815486395743
4.0370000000000	-13.797280576237
4.0400000000000	-13.779159726130
4.0430000000000	-13.761124286819
4.0460000000000	-13.743174697419
4.0490000000000	-13.725311394184
4.0520000000000	-13.707534809874
4.0550000000000	-13.689845373074
4.0580000000000	-13.672243507476
4.0610000000000	-13.654729631116
4.0640000000000	-13.637304155577
4.0670000000000	-13.619967485151
4.0700000000000	-13.602720015963
4.0730000000000	-13.585562135077
4.0760000000000	-13.568494219547
4.0790000000000	-13.551516635462
4.0820000000000	-13.534629736942
4.0850000000000	-13.517833865121
4.0880000000000	-13.501129347095
4.0910000000000	-13.484516494848
4.0940000000000	-13.467995604152
4.0970000000000	-13.451566953444
4.1000000000000	-13.435230802682
4.1030000000000	-13.418987392171
4.1060000000000	-13.402836941374
4.1090000000000	-13.386779647702
4.1120000000000	-13.370815685274
4.1150000000000	-13.354945203662
4.1180000000000	-13.339168326615
4.1210000000000	-13.323485150758
4.1240000000000	-13.307895744270
4.1270000000000	-13.292400145538
4.1300000000000	-13.276998361799
4.1330000000000	-13.261690367740
4.1360000000000	-13.246476104090
4.1390000000000	-13.231355476185
4.1420000000000	-13.216328352503
4.1450000000000	-13.201394563174
4.1480000000000	-13.186553898472
4.1510000000000	-13.171806107261
4.1540000000000	-13.157150895437
4.1570000000000	-13.142587924313
4.1600000000000	-13.128116808990
4.1630000000000	-13.113737116700
4.1660000000000	-13.099448365094
4.1690000000000	-13.085250020510
4.1720000000000	-13.071141496210
4.1750000000000	-13.057122150554
4.1780000000000	-13.043191285164
4.1810000000000	-13.029348143020
4.1840000000000	-13.015591906539
4.1870000000000	-13.001921695584
4.1900000000000	-12.988336565434
4.1930000000000	-12.974835504732
4.1960000000000	-12.961417433329
4.1990000000000	-12.948081200132
4.2020000000000	-12.934825580879
4.2050000000000	-12.921649275826
4.2080000000000	-12.908550907445
4.2110000000000	-12.895529017997
4.2140000000000	-12.882582067102
4.2170000000000	-12.869708429202
4.2200000000000	-12.856906390996
4.2230000000000	-12.844174148802
4.2260000000000	-12.831509805847
4.2290000000000	-12.818911369509
4.2320000000000	-12.806376748492
4.2350000000000	-12.793903749905
4.2380000000000	-12.781490076337
4.2410000000000	-12.769133322822
4.2440000000000	-12.756830973758
4.2470000000000	-12.744580399747
4.2500000000000	-12.732378854400
4.2530000000000	-12.720223471074
4.2560000000000	-12.708111259547
4.2590000000000	-12.696039102635
4.2620000000000	-12.684003752794
4.2650000000000	-12.672001828622
4.2680000000000	-12.660029811384
4.2710000000000	-12.648084041445
4.2740000000000	-12.636160714714
4.2770000000000	-12.624255879072
4.2800000000000	-12.612365430755
4.2830000000000	-12.600485110769
4.2860000000000	-12.588610501291
4.2890000000000	-12.576737022116
4.2920000000000	-12.564859927129
4.2950000000000	-12.552974300830
4.2980000000000	-12.541075054914
4.3010000000000	-12.529156924945
4.3040000000000	-12.517214467163
4.3070000000000	-12.505242055364
4.3100000000000	-12.493233877960
4.3130000000000	-12.481183935244
4.3160000000000	-12.469086036790
4.3190000000000	-12.456933799143
4.3220000000000	-12.444720643761
4.3250000000000	-12.432439795245
4.3280000000000	-12.420084279911
